Table S7: Significant and stability-selected host gene-microbe associations at FDR < 0.1 for IBD data,,,,,,,,,
,,,,,,,,,
gene,taxa,final_model_r.sqr,final_model_r.sqr.adj,pval,ci.lower,ci.upper,Bonferonni_global,BY_global,BH_global
TDRD12,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae UCG 003,0.8649561,0.8045417,4.46E-06,0.05832737,0.1453076,1,0.042934589,0.002906357
ETHE1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4669948,0.4362445,4.47E-06,0.1560338,0.3887294,1,0.042941448,0.002906821
KIAA0040,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3662168,0.3165083,4.49E-06,-0.3144653,-0.1261899,1,0.043151867,0.002921065
NAGS,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3837072,0.3082427,4.54E-06,0.1711968,0.4268241,1,0.043524094,0.002946262
GIPC1,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.8456147,0.8025305,4.67E-06,-0.2037501,-0.0816113,1,0.044630251,0.003021141
ELOVL5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2783455,0.2511132,4.69E-06,-0.5396077,-0.2160963,1,0.044749983,0.003029246
MAGEE2,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.3811295,0.2908776,4.77E-06,-0.2127846,-0.08514078,1,0.045335361,0.003068872
ERBB4,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] rectale group,0.5846556,0.4687455,4.83E-06,0.07239457,0.1810423,1,0.045847812,0.003103561
TMX3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.463605,0.4099654,4.87E-06,-0.2328624,-0.09308212,1,0.046056267,0.003117672
SPATA2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4880508,0.4478979,4.93E-06,0.08714496,0.2181459,1,0.046555286,0.003151452
LILRB4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.7926007,0.6998169,5.04E-06,-0.5178147,-0.2066374,1,0.047380363,0.003207303
MGAT4B,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3969708,0.3621806,5.08E-06,0.1267511,0.3177304,1,0.047638124,0.003224752
LIMS1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5745636,0.4682045,5.13E-06,-0.2370412,-0.09451717,1,0.0480226,0.003250778
USF1,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae,0.6436692,0.5545864,5.24E-06,-0.07889533,-0.03142542,1,0.048945561,0.003313256
ENHO,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.3911764,0.3434256,5.43E-06,-0.4361589,-0.1734203,1,0.050367817,0.003409532
HSPA13,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4092892,0.3502181,5.44E-06,-0.3022508,-0.1201754,1,0.050367817,0.003409532
LSMEM1,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae,0.6365248,0.5654101,5.46E-06,-0.09235637,-0.0367144,1,0.050531802,0.003420633
PHTF1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3433406,0.2918379,5.55E-06,-0.2257041,-0.08964542,1,0.05128825,0.003471839
CLLU1OS,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.2073684,0.1774577,5.79E-06,0.1037316,0.2617135,1,0.053247217,0.003604446
RRAS,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.7481727,0.6448589,5.92E-06,0.07480265,0.1889238,1,0.054237689,0.003671494
SRGN,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3690003,0.3325965,6.05E-06,-0.7099797,-0.2807923,1,0.055163023,0.003734132
PJA1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3568747,0.2925621,6.10E-06,-0.2151809,-0.08507226,1,0.055418925,0.003751455
KRT19,Bacteria;Actinobacteria;Actinobacteria,0.5429138,0.486944,6.14E-06,0.1885094,0.4769948,1,0.055794744,0.003776895
ACOX3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.2234393,0.2090585,6.21E-06,-0.127571,-0.05038719,1,0.056348555,0.003814384
UBE2J2,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.6178598,0.5329397,6.21E-06,0.06007724,0.1521039,1,0.056348555,0.003814384
ARGLU1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.6314222,0.5862902,6.46E-06,0.05096734,0.1292876,1,0.058176836,0.003938145
CHCHD5,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.6311665,0.5492035,6.49E-06,-0.152081,-0.0599357,1,0.058411312,0.003954018
ACOT8,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4287097,0.3587558,6.51E-06,0.105242,0.2670678,1,0.058433944,0.00395555
UCK2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3599259,0.3229986,6.58E-06,0.1200956,0.3049331,1,0.058986852,0.003992977
PQLC1,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.6499297,0.5814377,6.69E-06,-0.1787006,-0.07031894,1,0.059821943,0.004049507
C8orf33,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5539507,0.4993324,6.78E-06,0.1520357,0.3866149,1,0.060360422,0.004085958
SLC25A38,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4498675,0.418129,6.80E-06,0.07462476,0.1897959,1,0.06047725,0.004093867
SLC27A6,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.5824717,0.5007814,6.97E-06,-0.3817435,-0.1499074,1,0.061771486,0.004181477
IMPA2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2896207,0.2628139,7.13E-06,0.1435741,0.3660372,1,0.062948331,0.004261141
CLCN2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3372759,0.2990419,7.20E-06,0.2007747,0.5121171,1,0.063393419,0.00429127
PPP1R12C,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.7915124,0.7269806,7.23E-06,-0.1826413,-0.07158662,1,0.063620342,0.004306631
DENND2A,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.4677627,0.4370567,7.24E-06,-0.1898019,-0.07438763,1,0.063661681,0.004309429
B4GALNT3,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Sutterella,0.6663269,0.6010431,7.34E-06,-0.164695,-0.06450181,1,0.064496702,0.004365954
FHAD1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6230742,0.5393129,7.40E-06,-0.2028911,-0.07942827,1,0.0649637,0.004397566
RAB40C,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6908009,0.62209,7.45E-06,0.09174165,0.2344278,1,0.065361122,0.004424469
CKB,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.536640649,0.490304714,7.52E-06,-0.619054788,-0.242152193,1,0.065834781,0.004456532
COX19,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1703154,0.1390066,7.59E-06,0.0675126,0.172681,1,0.066265704,0.004485702
CDK5RAP3,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae,0.784859,0.7113962,7.63E-06,-0.1124396,-0.04395058,1,0.066465601,0.004499234
ADCK2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2917169,0.2361652,7.93E-06,0.07072656,0.1813062,1,0.068820709,0.004658658
PLEKHG6,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3949314,0.3720987,7.97E-06,0.1696379,0.4349942,1,0.069163611,0.00468187
ZBTB33,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.5965313,0.547127,8.03E-06,0.04742938,0.1216653,1,0.069537543,0.004707182
STAP2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2886886,0.2618466,8.36E-06,0.1639156,0.4213606,1,0.072016619,0.004874997
C1orf122,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.6654355,0.5817944,8.68E-06,0.08632509,0.2223544,1,0.074173746,0.005021019
PIGZ,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2061194,0.1761616,8.68E-06,0.2616089,0.6738349,1,0.074173746,0.005021019
DGKD,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3220433,0.2688702,8.72E-06,0.08533847,0.2198663,1,0.07448501,0.005042089
OPLAH,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.712095,0.6401187,8.93E-06,0.1138489,0.2936917,1,0.076072543,0.005149554
MIS12,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2007613,0.1706013,8.99E-06,-0.1709631,-0.06625162,1,0.076455226,0.005175458
E2F3,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.7190694,0.6488368,9.04E-06,0.03934725,0.1015658,1,0.076757115,0.005195894
SCAP,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3458929,0.2804822,9.24E-06,0.08290024,0.214236,1,0.078138547,0.005289407
IQCD,Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Anaerococcus,0.2024899,0.1723952,9.38E-06,0.1106774,0.2862474,1,0.0791259,0.005356243
C11orf45,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae NK4A214 group,0.9357216,0.8960203,9.41E-06,0.03959618,0.1024288,1,0.079264527,0.005365627
FIBCD1,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister,0.6207885,0.5365193,9.46E-06,0.07384335,0.191073,1,0.079516995,0.005382718
PRKAR2B,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4916419,0.4408061,9.47E-06,-0.3260442,-0.1260002,1,0.079545003,0.005384614
ZNF575,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3179706,0.2497676,9.61E-06,0.1507864,0.3904938,1,0.080517919,0.005450473
KLHL2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3105988,0.2978321,9.62E-06,-0.1626697,-0.06280952,1,0.080549897,0.005452638
SYNE4,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister,0.8016845,0.733967,9.69E-06,0.04150672,0.1075373,1,0.08101344,0.005484016
SYCE1L,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.5837544,0.4912554,9.73E-06,-0.1487768,-0.05741022,1,0.081317327,0.005504587
RTEL1-TNFRSF6B,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor,0.3512255,0.3267435,9.74E-06,-0.1928557,-0.07441475,1,0.08138112,0.005508905
CD86,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.7867231,0.6992249,9.80E-06,-0.3734564,-0.1440578,1,0.081737802,0.00553305
RGS18,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3951732,0.3723495,9.80E-06,-0.3871698,-0.1493425,1,0.081758534,0.005534453
HOXB13,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella,0.556798277,0.512478105,9.81E-06,-0.525318934,-0.202625132,1,0.081768227,0.00553511
DAB2IP,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3698346,0.3460548,9.85E-06,0.1011141,0.2622038,1,0.082077734,0.005556061
STEAP4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3230794,0.2699876,9.86E-06,-0.7284923,-0.2809198,1,0.082099968,0.005557566
VPS37B,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5344263,0.4979107,1.01E-05,0.08769975,0.2277854,1,0.084139154,0.005695604
RORC,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.7073675,0.6257026,1.02E-05,0.09971519,0.2590325,1,0.084276839,0.005704924
UBE2J1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3210791,0.2678304,1.02E-05,-0.1876887,-0.07225147,1,0.084276839,0.005704924
TLR2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5340625,0.4874687,1.02E-05,-0.5561403,-0.2140495,1,0.084488178,0.00571923
AP1S2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3366678,0.2983986,1.02E-05,-0.2975236,-0.1144899,1,0.084758271,0.005737514
KRT15,Bacteria;Actinobacteria;Actinobacteria,0.5393434,0.4932778,1.03E-05,0.128067,0.3328977,1,0.085089776,0.005759954
FZR1,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.6300814,0.491362,1.03E-05,-0.1492781,-0.05742537,1,0.085123813,0.005762258
ZNF850,Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Anaerococcus,0.4263807,0.3561416,1.04E-05,-0.1752227,-0.06737446,1,0.085628424,0.005796417
ANXA5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1481277,0.1323523,1.04E-05,-0.392589,-0.1509438,1,0.085664079,0.00579883
CDK18,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2707488,0.2286767,1.09E-05,0.1141555,0.2976554,1,0.089137543,0.006033958
EFR3A,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.6424834,0.5725345,1.09E-05,0.06346417,0.1654845,1,0.089137543,0.006033958
IRAK3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3483871,0.3107941,1.09E-05,-0.5197791,-0.19937,1,0.089137543,0.006033958
DENND2A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4677627,0.4370567,1.10E-05,0.09443901,0.246346,1,0.089587877,0.006064443
DNAJB9,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2003864,0.1702123,1.10E-05,-0.3219564,-0.1234104,1,0.089631717,0.00606741
RPL10L,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1848335,0.1540725,1.10E-05,0.09490504,0.247582,1,0.089631717,0.00606741
TST,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4133887,0.3795457,1.12E-05,0.1568871,0.409657,1,0.090666435,0.006137453
DDA1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.8269072,0.7786023,1.12E-05,0.0451446,0.1179105,1,0.091051718,0.006163534
TMEM189,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae,0.3406697,0.2747367,1.13E-05,0.06055909,0.1582047,1,0.09131622,0.006181439
SH3BGRL3,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae,0.6907266,0.6302166,1.14E-05,0.07208681,0.1883973,1,0.091896595,0.006220726
DLAT,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia,0.7763918,0.726701,1.15E-05,-0.1159819,-0.04434865,1,0.09287738,0.006287118
FIGNL1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella 4,0.9287221,0.8940464,1.16E-05,-0.08925531,-0.03411449,1,0.093525144,0.006330967
ANKRD36C,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae,0.4035157,0.3165284,1.16E-05,-0.1802702,-0.06889026,1,0.093765344,0.006347226
DRAM1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4182455,0.3600701,1.16E-05,-0.4589813,-0.1753959,1,0.093767674,0.006347384
CBFB,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2764845,0.2347432,1.17E-05,-0.256587,-0.09802344,1,0.094029292,0.006365094
PCK2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2707003,0.2431796,1.17E-05,0.1346436,0.3524451,1,0.094029292,0.006365094
FSTL1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3441709,0.2927333,1.19E-05,-0.6317289,-0.2411225,1,0.095336861,0.006453607
TOMM5,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.3121883,0.2725069,1.19E-05,0.04570766,0.1197575,1,0.095383272,0.006456748
ITGA1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3620333,0.3252275,1.19E-05,-0.3227842,-0.1231825,1,0.095543422,0.006467589
PRKAR2B,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] hallii group,0.4916419,0.4408061,1.23E-05,-0.2221612,-0.08463864,1,0.09805035,0.00663729
CHST3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2412125,0.1974363,1.23E-05,-0.5599454,-0.2132829,1,0.098341579,0.006657004
OSBPL3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2556896,0.2276024,1.27E-05,-0.3560821,-0.1353969,1,0.100823015,0.006824979
LSR,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.8395507,0.7994383,1.29E-05,0.09956542,0.2620757,1,0.102085961,0.006910471
PGAP3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2949885,0.2683843,1.33E-05,0.1365162,0.3599888,1,0.105019451,0.007109047
PLXNA2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3239811,0.298471,1.34E-05,0.1337475,0.3527636,1,0.105285654,0.007127067
CBLC,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.3831712,0.3475849,1.35E-05,-0.2372291,-0.08988738,1,0.106270092,0.007193706
NKX3-1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3128246,0.2868935,1.37E-05,-0.2945318,-0.1115217,1,0.107270456,0.007261424
CCND1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Intestinibacter,0.3702868,0.2931791,1.38E-05,0.09367006,0.2475143,1,0.107902411,0.007304202
LDHD,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4860314,0.4230965,1.39E-05,0.2085408,0.5512371,1,0.108429342,0.007339872
TM4SF5,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.3020716,0.2757347,1.43E-05,-0.387375,-0.1463394,1,0.110815937,0.007501427
CCDC120,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.611005,0.5633729,1.45E-05,0.0675524,0.1790154,1,0.112556777,0.007619269
ANO2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2272396,0.2129293,1.46E-05,-0.2258854,-0.08521597,1,0.112951707,0.007646003
PMEL,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.333725,0.2952861,1.51E-05,-0.1218296,-0.04587293,1,0.116047795,0.007855585
UPK3A,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister,0.5782043,0.4727553,1.52E-05,0.06597559,0.1752673,1,0.11652425,0.007887838
PTK6,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3451048,0.3203918,1.52E-05,0.1300885,0.345602,1,0.116574835,0.007891262
RNF39,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.6410376,0.597083,1.54E-05,-0.279058,-0.1049537,1,0.118030722,0.007989815
CYP27B1,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.2529379,0.1943448,1.56E-05,0.1192871,0.3173628,1,0.119070563,0.008060204
TMEM171,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2726435,0.245196,1.59E-05,0.1664965,0.4434642,1,0.120754357,0.008174185
FGFR3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2463436,0.2179037,1.59E-05,0.1822132,0.4854504,1,0.121156687,0.00820142
PRPS1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1577811,0.1421845,1.60E-05,-0.2609807,-0.09792553,1,0.121475559,0.008223005
CNNM4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3226426,0.2695165,1.61E-05,0.1453993,0.3876109,1,0.121850199,0.008248365
PLEKHG4,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.329366,0.2906755,1.61E-05,-0.1708509,-0.06408874,1,0.121850199,0.008248365
RPS6KA2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.585267,0.5041236,1.61E-05,-0.3942939,-0.1478833,1,0.122034269,0.008260825
ASPSCR1,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG 013,0.8602589,0.8029292,1.62E-05,0.06349351,0.169346,1,0.122557633,0.008296253
TSTD1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6709983,0.6230189,1.62E-05,0.09495298,0.2532488,1,0.122557633,0.008296253
ARL13B,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3033291,0.2486883,1.63E-05,-0.237423,-0.08900668,1,0.12273374,0.008308175
EGLN2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.2247573,0.1955029,1.63E-05,0.06634214,0.176985,1,0.122915787,0.008320498
KBTBD6,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium,0.9191778,0.8765216,1.65E-05,0.02708193,0.07230996,1,0.124484745,0.008426705
FCGR2A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6442225,0.5746138,1.66E-05,-0.5494978,-0.2057673,1,0.124756698,0.008445114
SEPHS2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2507058,0.2074773,1.66E-05,0.1126028,0.3007145,1,0.124787942,0.008447229
NEDD4L,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6618543,0.5867108,1.66E-05,0.1283869,0.3429292,1,0.125120835,0.008469763
P2RY13,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6686989,0.6038792,1.67E-05,-0.4694143,-0.1756976,1,0.125431419,0.008490788
DCUN1D1,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.9696977,0.9462379,1.68E-05,0.03682708,0.09840602,1,0.125592349,0.008501681
NOP10,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.6922288,0.6238352,1.68E-05,0.05393956,0.144134,1,0.125592349,0.008501681
NRIP3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.574703,0.4801925,1.69E-05,-0.3130435,-0.1170896,1,0.126489782,0.008562431
PLAGL1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella,0.71799,0.6628142,1.70E-05,0.02819592,0.07540772,1,0.127019632,0.008598298
LRRC8C,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.359835,0.3229024,1.71E-05,-0.4443707,-0.1661163,1,0.127355444,0.00862103
TNFRSF19,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.2014869,0.1554188,1.72E-05,-0.5014504,-0.1873976,1,0.127871014,0.00865593
FN3K,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4770039,0.4129635,1.73E-05,0.107146,0.2868489,1,0.12875549,0.008715803
C19orf70,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.6056317,0.5385052,1.76E-05,-0.1953928,-0.07290006,1,0.13066704,0.008845201
CHMP4B,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.7789445,0.729821,1.77E-05,0.06021636,0.1614096,1,0.130783598,0.008853091
ILVBL,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5963365,0.5276279,1.78E-05,0.07666503,0.2056157,1,0.131885543,0.008927685
SCAND1,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.6536793,0.5947311,1.82E-05,0.1197378,0.3215399,1,0.134263312,0.009088642
CEP19,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4234386,0.4016816,1.84E-05,-0.2804195,-0.1043512,1,0.135529221,0.009174335
SUCNR1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] hallii group,0.6503843,0.5908752,1.86E-05,-0.2423208,-0.09013279,1,0.136371054,0.009231321
LY6G5B,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.3201002,0.2808752,1.86E-05,0.04830976,0.129896,1,0.136601278,0.009246905
LRPAP1,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.7625278,0.6814398,1.87E-05,-0.1338603,-0.0497681,1,0.137147799,0.009283901
