Table S6: Significant and stability-selected host gene-microbe associations at FDR < 0.1 for CRC data,,,,,,,,,
,,,,,,,,,
gene,taxa,final_model_r.sqr,final_model_r.sqr.adj,pval,ci.lower,ci.upper,Bonferonni_global,BY_global,BH_global
MIDN,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2007781,0.181749,0.00015022,-0.4633769,-0.1475172,1,1,0.06515238
ME1,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,0.1815138,0.162026,0.0001506,-0.5068887,-0.1613313,1,1,0.06528409
LRWD1,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium,0.3733008,0.3427301,0.00015131,-0.4559185,-0.1450462,1,1,0.06549715
ERO1A,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7,0.8617865,0.8199037,0.00015134,-0.3338707,-0.1062155,1,1,0.06550339
INPP5J,Bacteria;GN02,0.6862123,0.6353278,0.00015249,-0.5076666,-0.1613929,1,1,0.06593372
LRAT,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria,0.8364591,0.7931688,0.00015258,0.1133263,0.3564925,1,1,0.06595384
CKB,Bacteria;TM7;TM7-1,0.6117491,0.5606634,0.00015324,0.3420529,1.076428,1,1,0.06617553
TPST1,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.1530214,0.1117054,0.00015326,0.5888889,1.853233,1,1,0.06617553
UBE2E1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4834822,0.3830482,0.00015332,0.1141441,0.3592249,1,1,0.0661826
CCDC168,Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Dialister,0.249877,0.1729413,0.00015377,0.09252716,0.2912735,1,1,0.06634872
H2AFY2,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;adolescentis,0.4343365,0.3919117,0.00015417,-0.5662109,-0.179821,1,1,0.06649381
RRM2,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.4378242,0.3801652,0.00015439,-0.6795223,-0.2157791,1,1,0.06657707
TYW1B,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium,0.3659891,0.3508936,0.00015453,-0.4384807,-0.1392253,1,1,0.06660062
TBC1D3E,Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae,0.1948596,0.1344741,0.00015464,0.1957044,0.6163983,1,1,0.06662811
CD69,Bacteria;Synergistetes;Synergistia;Synergistales,0.5443995,0.4063387,0.00015495,0.2014566,0.6346326,1,1,0.06672347
TMEM94,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.5644518,0.4797618,0.00015489,-0.3563685,-0.113129,1,1,0.06672347
LMBR1L,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;adolescentis,0.6198504,0.5192226,0.0001566,-0.2665612,-0.0845329,1,1,0.06736839
FPR1,Bacteria;Synergistetes;Synergistia;Synergistales,0.5233269,0.4460286,0.00015677,0.2028448,0.6397012,1,1,0.06738973
TMPRSS11D,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,0.4178449,0.3581367,0.00015699,-0.3708897,-0.1175912,1,1,0.06742998
LNX2,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae,0.7992545,0.7384226,0.00015821,-0.3652569,-0.1157215,1,1,0.06777523
MXRA5,Bacteria;TM7;TM7-1,0.4843596,0.4314734,0.0001589,-0.9381572,-0.2971077,1,1,0.06796565
FGR,Bacteria;Synergistetes;Synergistia;Synergistales,0.6459111,0.5386114,0.00016028,0.148163,0.4682258,1,1,0.06842631
SYTL2,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae,0.5935382,0.5006326,0.00016163,0.1784079,0.5642506,1,1,0.06889244
RASAL2,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,0.1449835,0.124626,0.00016269,-0.713873,-0.2255784,1,1,0.06923092
NQO1,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;paracuniculus,0.3912122,0.3455531,0.0001628,-2.452884,-0.7750395,1,1,0.06926113
FZR1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.5502789,0.4474855,0.00016385,-0.3507474,-0.1107589,1,1,0.06956075
TMEM238,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.235528,0.1982367,0.00016435,-0.6676017,-0.2107541,1,1,0.06971864
PBX4,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2828649,0.2478827,0.00016486,-0.4313507,-0.1361325,1,1,0.06989499
RNF212,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.1909409,0.1079605,0.0001675,0.6597742,2.093713,1,1,0.07081913
MIER1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.6013237,0.4642787,0.00016949,0.0972631,0.3089992,1,1,0.07144486
TAP1,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium,0.217468,0.1988363,0.00016976,-0.9673408,-0.3044417,1,1,0.07152817
BZW1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3709421,0.3064233,0.00017147,0.1027154,0.3266818,1,1,0.07211257
ZNF644,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4702021,0.3671858,0.00017174,0.1041028,0.3311446,1,1,0.07219624
NEMP2,Bacteria;GN02,0.3850762,0.3220071,0.00017589,0.09788471,0.3120779,1,1,0.07350339
CADPS,Bacteria;Synergistetes;Synergistia;Synergistales,0.1646366,0.144747,0.00017609,-1.100544,-0.345154,1,1,0.07357061
BGN,Bacteria;TM7;TM7-1,0.3232612,0.2538521,0.00017699,-1.163568,-0.3647404,1,1,0.07386381
RAB18,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3813578,0.2999575,0.0001776,0.09862265,0.3147237,1,1,0.07404662
BIVM,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium,0.3500215,0.3012731,0.00017992,-0.4167817,-0.1304406,1,1,0.07479048
FAM189A2,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae,0.2123951,0.1739753,0.00018071,0.1384202,0.4424656,1,1,0.07507671
ICAM1,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.2924159,0.2198432,0.00018102,0.6330212,2.023814,1,1,0.07516398
ZBTB7B,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2843005,0.2672601,0.00018266,-0.4603769,-0.1438741,1,1,0.07565153
FABP1,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae;Cellulosimicrobium,0.355563,0.3072302,0.00018398,-3.207094,-1.001561,1,1,0.07606937
TUBAL3,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Anaerococcus,0.4320474,0.4043424,0.00018501,0.131191,0.4203143,1,1,0.0763885
ARHGAP27,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4752608,0.4214414,0.00018512,-0.554001,-0.1729086,1,1,0.07639909
SUGT1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;formicigenerans,0.3388624,0.2892771,0.00018538,0.149415,0.4787936,1,1,0.07646515
DMWD,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.1923498,0.17312,0.00018585,-0.3744417,-0.1168217,1,1,0.07662611
CACNA1B,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira,0.8121671,0.7115423,0.00018674,0.08800179,0.2821978,1,1,0.07687205
LRRC28,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;[Paraprevotellaceae];[Prevotella],0.4193208,0.3251566,0.00018952,-0.2207998,-0.0687558,1,1,0.07776092
NRCAM,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,0.1641607,0.1014727,0.00019041,0.4194901,1.347754,1,1,0.07802341
ARPP21,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,0.1912817,0.151832,0.00019049,0.2235296,0.7181926,1,1,0.07803478
SBNO2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2800132,0.2628706,0.00019181,-0.5677437,-0.1765842,1,1,0.07839074
MMP12,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Micrococcus;luteus,0.7756728,0.6985603,0.00019226,0.2489566,0.8006162,1,1,0.07853198
GATM,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.1411111,0.09921412,0.00019293,0.2698615,0.8681404,1,1,0.07874006
DAB1,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia,0.6948161,0.6140321,0.00019365,0.1328651,0.4275815,1,1,0.07897886
SP100,Bacteria;Synergistetes;Synergistia;Synergistales,0.3465399,0.2605583,0.00019477,0.1137808,0.3663729,1,1,0.07928158
C19orf66,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.1633253,0.1434045,0.00019591,-0.3832652,-0.1189586,1,1,0.07963404
FHOD1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.9311144,0.8815168,0.00019752,-0.229044,-0.0710335,1,1,0.08011431
CDCA5,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.2580348,0.240369,0.00019868,-0.6596927,-0.2044727,1,1,0.08047149
IL24,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Granulicatella;balaenopterae,0.3789879,0.2972758,0.00019935,0.1813156,0.585177,1,1,0.08068928
MIER2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3379345,0.2508206,0.0002004,-0.3222275,-0.0997896,1,1,0.08105662
DGKQ,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3085644,0.2567067,0.00020095,-0.5064905,-0.1568105,1,1,0.0811468
ZBTB7A,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2177891,0.1796325,0.00020313,-0.5457539,-0.1687857,1,1,0.08175987
DEPDC1B,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.1564772,0.1363934,0.00020442,-0.5929897,-0.1832789,1,1,0.08214315
ATOH8,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.4320618,0.3216293,0.00020548,0.1740788,0.5635151,1,1,0.08252277
HELLS,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.2920625,0.257529,0.00020738,-0.657851,-0.2030339,1,1,0.08307144
TOP1,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae,0.3504347,0.2838126,0.00020862,0.0556782,0.1805109,1,1,0.08341911
TK1,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.4918494,0.3757007,0.0002106,-0.4738395,-0.1460167,1,1,0.0840035
ZNF655,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Cellulomonadaceae,0.268416,0.2509973,0.00021132,-1.006476,-0.3100462,1,1,0.08423269
ABCB7,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Cellulomonadaceae,0.1426397,0.1222264,0.00021365,-0.6245427,-0.1921781,1,1,0.0848314
MOCS2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3233871,0.2726411,0.00021432,0.1118266,0.3635295,1,1,0.08502357
NEBL,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Bulleidia;moorei,0.6606288,0.59464,0.00021496,-1.207045,-0.3711922,1,1,0.08522206
TMEM175,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.5585827,0.4248199,0.00021568,-0.3661331,-0.1125558,1,1,0.08542271
SPATA2L,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3332908,0.3007684,0.0002172,-0.3738421,-0.1148441,1,1,0.08585579
GBE1,Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;G07,0.4903661,0.423309,0.00021759,-0.2186165,-0.0671466,1,1,0.08596388
COL11A2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1027317,0.05896246,0.00021796,0.07743074,0.2521428,1,1,0.08606342
FANCG,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella,0.2179348,0.1993142,0.00021792,-0.7222547,-0.2218015,1,1,0.08606342
DUSP15,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;BS11,0.7034415,0.5886447,0.00022077,-0.3444624,-0.1056439,1,1,0.08681157
IL1R2,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae,0.4622041,0.374994,0.0002211,0.1582193,0.5159678,1,1,0.08689981
SLC25A28,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.1098595,0.08866572,0.00022168,-0.3687124,-0.1130337,1,1,0.08705421
GRIPAP1,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium,0.1719102,0.1521938,0.0002224,-0.726179,-0.2225469,1,1,0.08727213
DSE,Bacteria;TM7;TM7-1,0.7571425,0.6736603,0.00022333,-0.5340814,-0.1636063,1,1,0.08754978
POM121,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella,0.1884174,0.169094,0.00022372,-0.8112805,-0.248477,1,1,0.08767945
RBM3,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Cellulomonadaceae,0.09927653,0.07783074,0.00022629,-0.8664886,-0.2650765,1,1,0.08852228
AP5B1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3042622,0.287697,0.00022656,-0.3360386,-0.1027887,1,1,0.0885731
HIST3H2A,Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae,0.5073881,0.4833582,0.00022667,0.0959242,0.3136127,1,1,0.08859885
MTRF1,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae,0.3751342,0.3110454,0.00022861,-0.2054225,-0.0627774,1,1,0.08913281
CCDC61,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.5683371,0.4844027,0.00022885,-0.2893371,-0.0884123,1,1,0.08920188
TAF1C,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4685801,0.4140755,0.0002297,-0.3562507,-0.1088176,1,1,0.08940311
CEP170B,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.5332092,0.4717894,0.00023056,-0.683753,-0.2087736,1,1,0.08963207
VAMP7,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Cellulomonadaceae,0.1633433,0.1434229,0.00023073,-0.6505267,-0.1986135,1,1,0.08968584
REL,Bacteria;GN02,0.1921693,0.131582,0.00023091,0.1285972,0.4212335,1,1,0.08970864
C6orf141,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;paracuniculus,0.33014,0.314191,0.00023136,-1.98563,-0.6060657,1,1,0.08982365
ZFPM1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4800518,0.4267238,0.00023151,-0.4600073,-0.1403967,1,1,0.08986023
ALKBH4,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;ochracea,0.585966,0.5657692,0.00023158,0.06467145,0.2119013,1,1,0.08987465
TMEM9,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolinaceae,0.6983978,0.6397529,0.00023168,-0.2186333,-0.0667231,1,1,0.08990089
ANKRD30BL,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3590461,0.2933073,0.00023174,-0.8005102,-0.2442953,1,1,0.08991266
GPC3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;producta,0.6120686,0.4787172,0.00023188,0.1699733,0.5570061,1,1,0.08995604
ZNF169,Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;ochracea,0.5193704,0.4833232,0.00023246,0.1077414,0.3531617,1,1,0.09009803
BRINP1,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];WAL_1855D,0.6020602,0.5111026,0.00023385,0.06829371,0.2239949,1,1,0.09050504
REXO1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2203588,0.1823275,0.0002364,-0.4280327,-0.1303567,1,1,0.0912517
C2orf70,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Finegoldia,0.7431367,0.65484,0.00023733,0.1031403,0.3388037,1,1,0.09153522
LRRC56,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Cellulomonadaceae,0.4324662,0.3899011,0.00023936,0.1344922,0.4421817,1,1,0.0921287
RAB3A,Bacteria;Bacteroidetes,0.861974,0.8021627,0.00023999,0.1800138,0.5920087,1,1,0.09228878
KIFC3,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae,0.347215,0.2613223,0.0002405,0.1617812,0.5321634,1,1,0.09245702
PPFIA4,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7,0.1160343,0.09498752,0.00024176,-0.6353239,-0.1930374,1,1,0.09283376
HAT1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4277095,0.3349056,0.00024205,0.09262887,0.3048976,1,1,0.0929326
C3orf20,Bacteria;GN02,0.2616079,0.2255888,0.00024243,0.09557502,0.3146464,1,1,0.09302967
PLEKHM1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.425719,0.3668184,0.00024392,-0.3396963,-0.1031184,1,1,0.09341643
CLYBL,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Allobaculum,0.73365,0.6529378,0.00024526,0.05126164,0.1689647,1,1,0.09383366
NPIPA1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2059076,0.1671714,0.00024665,-0.3622281,-0.1098302,1,1,0.09423136
CNNM3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3031479,0.2691551,0.00024707,-0.342968,-0.1039719,1,1,0.09435515
GLB1L2,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,0.1466242,0.1049961,0.00024734,0.2179438,0.7190023,1,1,0.09441708
CREB3L1,Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Selenomonas,0.2653554,0.1900073,0.00025009,0.2127813,0.7027849,1,1,0.09511064
MTURN,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.07420373,0.02904293,0.00025064,0.2384534,0.7877569,1,1,0.09526976
ZNF579,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.7406203,0.6620204,0.00025082,-0.3524077,-0.1066652,1,1,0.09531613
RINL,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae,0.6296669,0.5450193,0.00025128,-0.1979774,-0.0599114,1,1,0.09546527
SIK1B,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae,0.5474447,0.4594479,0.00025204,0.1321878,0.4369538,1,1,0.09562445
ZNF513,Bacteria;TM7;TM7-1,0.4879242,0.3708784,0.00025406,0.0827021,0.2736061,1,1,0.09615074
NOS3,Bacteria;Firmicutes,0.5392114,0.4644889,0.00025514,0.4319867,1.429793,1,1,0.0963293
FAM227A,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,0.1443088,0.1025678,0.00025872,0.2033848,0.6741556,1,1,0.09726128
CARMIL1,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella,0.5951176,0.5753672,0.00025898,-0.9167397,-0.2765405,1,1,0.09733297
WDR97,Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;G07,0.3482202,0.281371,0.00026232,0.1039367,0.3450225,1,1,0.09825113
CAMK2A,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;flexus,0.2029181,0.164036,0.00026283,0.2501327,0.8304983,1,1,0.09838032
KRT5,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,0.2197848,0.1612687,0.00026319,0.270594,0.8985644,1,1,0.0984925
EIF6,Bacteria;GN02,0.3321909,0.2996148,0.00026348,-0.4576702,-0.1378067,1,1,0.09854839
FBXO46,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.1593379,0.1393222,0.00026498,-0.395395,-0.1189838,1,1,0.09892097
KMT2B,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3953342,0.3333172,0.000265,-0.4626534,-0.1392223,1,1,0.09892097
ZFP30,Bacteria;TM7,0.510222,0.4599884,0.00026502,0.1327704,0.4412166,1,1,0.09892097
DHX34,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.1546046,0.1344762,0.00026513,-0.4554127,-0.1370363,1,1,0.09892361
TPPP,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae,0.4243583,0.312428,0.00026553,-0.3622851,-0.1089961,1,1,0.09895985
ADM5,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2694816,0.2520884,0.00026561,-0.358521,-0.1078601,1,1,0.09897805
ANKRD11,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.164134,0.1442325,0.00026602,-0.3735658,-0.1123677,1,1,0.09907205
RRAGD,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae,0.3209883,0.2700624,0.00026603,-0.4807246,-0.1446004,1,1,0.09907205
GUCA2B,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Anaerococcus,0.08302396,0.03829342,0.0002662,0.1454398,0.4835492,1,1,0.09911208
CCL4,Bacteria;Synergistetes;Synergistia;Synergistales,0.4645798,0.322851,0.00026659,0.1411324,0.4693014,1,1,0.09921986
MFSD10,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2318407,0.2135512,0.00026741,-0.3208009,-0.0964427,1,1,0.09934667
